,AnimeName,ClusterType
744,Bloods: Inraku no Ketsuzoku 2,0
745,Bloody Date,0
746,Bloody Night,3
747,Blossom,0
748,Blue Dragon,0
749,Blue Dragon: Tenkai no Shichi Ryuu,1
750,Blue Drop: Tenshi-tachi no Gikyoku,1
751,Blue Gender,3
752,Blue Gender: The Warrior,2
753,Blue Seed,3
754,Blue Seed 1.5,2
755,Blue Seed 2,0
756,Blue Seed Omake,3
757,Bobby ni Kubittake,3
758,Bobobo-bo Bo-bobo,0
759,Body Jack: Tanoshii Yutai Ridatsu,1
760,Bohemian Rhapsody,3
761,Boin,1
762,Boku dake ga Inai Machi,0
763,Boku no Chikyuu wo Mamotte,3
764,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",3
765,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nasarete,3
766,Boku no Hero Academia,0
767,Boku no Imouto wa Osaka Okan,0
768,Boku no Imouto wa Osaka Okan: Haishin Gentei Osaka Okan,0
769,Boku no Imouto wa Osaka Okan: Uchi no Oniichan wa Tokyo Rule,0
770,Boku no Marie,3
771,Boku no Pico,3
772,Boku no Sexual Harassment,3
773,Boku no Yayoi-san,0
774,Boku wa Imouto ni Koi wo Suru,3
775,Boku wa Konomama Kaeranai,3
776,Boku wa Kuma,3
777,Boku wa Tomodachi ga Sukunai,1
778,Boku wa Tomodachi ga Sukunai Episode 0,1
779,Boku wa Tomodachi ga Sukunai Next,0
780,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,0
781,"Boku, Otaryman.",3
782,Bokura ga Ita,3
783,Bokura no Hero,0
784,Bokura no Live Kimi to no Life,0
785,Bokura no Saibanin Monogatari,1
786,Bokura wa Minna Kawaisou,0
787,Bokura wa Minna Kawaisou Specials,0
788,Bokura wa Minna Kawaisou: Hajimete no,0
789,Bokurano,3
790,Bokurano Recap,1
791,Bokusatsu Tenshi Dokuro-chan,1
792,Bokusatsu Tenshi Dokuro-chan 2,1
793,Bologee Story,1
794,Bomberman B-Daman Bakugaiden,1
795,Bomberman B-Daman Bakugaiden V,2
796,Bomberman Jetters,2
797,Bondage Game: Shinsou no Reijoutachi,3
798,Bondage Game: Shinsou no Reijoutachi - Shinsou no Doreitachi,1
799,Bonjour Koiaji Patisserie,3
800,Boogiepop wa Warawanai: Boogiepop Phantom,3
801,Born by Myself,3
802,Boruto: Naruto the Movie,0
803,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,0
804,Bosco Daibouken,3
805,Bouken Yuuki Pluster World,2
806,Bouken! Iczer 3,0
807,Boukensha: The Man Was from Spain,1
808,Boukyaku no Senritsu,1
809,Bounen no Xamdou,3
810,Bounty Dog: Getsumen no Ibu,0
811,Bounty Hunter: The Hard,0
812,Boy Meets Harem The Animation,0
813,Boys Be...,3
814,Brain Powerd,3
815,Brandish,0
816,Brave 10,0
817,Brave Beats,0
818,Brave Story,3
819,Break Blade,0
820,Break Blade 1: Kakusei no Toki,0
821,Break Blade 2: Ketsubetsu no Michi,0
822,Break Blade 3: Kyoujin no Ato,0
823,Break Blade 4: Sanka no Chi,0
824,Break Blade 5: Shisen no Hate,0
825,Break Blade 6: Doukoku no Toride,0
826,Break Blade Picture Drama,1
827,Brigadoon: Marin to Melan,3
828,Bronze: Kouji Nanjo Cathexis,3
829,Bronze: Zetsuai Since 1989,3
830,Brotherhood: Final Fantasy XV,0
831,Brothers Conflict,3
832,Brothers Conflict OVA,3
833,Brothers Conflict Special,3
834,Btooom!,0
835,Bubblegum Crash,3
836,Bubblegum Crisis,3
837,Bubblegum Crisis Tokyo 2040,3
838,Bubuki Buranki,0
839,Buddha Saitan,1
840,Buddy Complex,0
841,Buddy Complex: Daremo Shiranai Ashita e,1
842,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,0
843,Buddy Spirits,3
844,Buki yo Saraba,3
845,Bulg-eunmae,2
846,Bungou Stray Dogs,0
847,Burenai Ai de,0
848,Burn Up Excess,2
849,Burn Up Scramble,0
850,Burn Up!,1
851,Burn Up! W,1
852,Bus Gamer,3
853,Busou Chuugakusei: Basket Army,1
854,Busou Renkin,1
855,Busou Shinki,1
856,Busou Shinki Moon Angel,0
857,Busou Shinki OVA,1
858,Busou Shoujotai: Blade Briders The Animation,2
859,Bust to Bust: Chichi wa Chichi ni,0
860,Buta,0
861,Buta Himesama,1
862,Buttobi!! CPU,3
863,Buzzer Beater,1
864,Buzzer Beater 2nd Season,3
865,By Your Side,3
866,Byousoku 5 Centimeter,3
867,Byston Well Monogatari: Garzey no Tsubasa,3
868,C.L.A.Y.,2
869,C: The Money of Soul and Possibility Control,0
870,CB Chara Go Nagai World,3
871,CLAMP Gakuen Tanteidan,3
872,CLAMP in Wonderland,3
873,CLAMP in Wonderland 2,3
874,Cafe Junkie,2
875,Cafe de Oni,0
876,California Crisis: Tsuigeki no Juuka,0
877,Calimero,0
878,Call Me Tonight,3
879,Cambrian,3
880,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,1
881,Campus,1
882,Can Can Bunny Extra,1
883,Canaan,0
884,Canaan: Minorikawa Report 201X Shanghai,0
885,Canary,3
886,Canary wa Kago no Naka,3
887,Candy Boy Episode: EX01 - Mirai Yohouzu,1
888,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,1
889,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,1
890,Candy Candy,3
891,Candy Candy (Movie),3
892,Candy Candy: Candy no Natsu Yasumi,3
893,Candy Candy: Haru no Yobigoe,3
894,Candy☆Boy: Side Story For Archive,1
895,Canvas 2: Niji-iro no Sketch,1
896,Canvas: Sepia-iro no Motif,1
897,Capeta,0
898,Capricorn,2
899,Captain Earth,0
900,Captain Future,0
901,Captain Future: Kareinaru Taiyokei Race,0
902,Captain Harlock,0
903,Captain Tsubasa,2
904,Captain Tsubasa J,2
905,Captain Tsubasa: Asu ni Mukatte Hashire!,2
906,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,0
907,Captain Tsubasa: Europe Daikessen,0
908,Captain Tsubasa: Road to 2002,2
909,Captain Tsubasa: Saikyou no Teki! Holland Youth,2
910,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,0
911,Card Wang: Mix Master,1
912,Cardcaptor Sakura,3
913,Cardcaptor Sakura Movie 1,3
914,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,3
915,Cardcaptor Sakura Specials,3
916,Cardcaptor Sakura: Leave It to Kero-chan,3
917,Cardfight!! Vanguard,0
918,Cardfight!! Vanguard G,1
919,Cardfight!! Vanguard G: GIRS Crisis-hen,0
920,Cardfight!! Vanguard G: Stride Gate-hen,0
921,Cardfight!! Vanguard Movie: Neon Messiah,0
922,Cardfight!! Vanguard: Asia Circuit-hen,0
923,Cardfight!! Vanguard: Legion Mate-hen,0
924,Cardfight!! Vanguard: Link Joker-hen,0
925,Carnival Phantasm,0
926,Carnival Phantasm EX Season,0
927,Carnival Phantasm: HibiChika Special,0
928,Carnival Phantasm: Illya-jou,0
929,Carol,2
930,Cartagra: Tsuki Gurui no Yamai,3
931,Casshern Sins,3
932,Casshern: Robot Hunter,3
933,Castle Fantasia: Seima Taisen,1
934,Cat Shit One,3
935,Cat's Eye,3
936,Catblue: Dynamite,3
937,Catman,3
938,Catman Series II,3
939,Catman Series III,3
940,Cele Kano,1
941,Cello Hiki no Gauche,3
942,Cello Hiki no Gauche (1982),3
943,Cello Hiki no Gauche (OVA),0
944,Cencoroll,3
945,Chain Chronicle: Short Animation,0
946,Chains & Rings,3
947,Chainsaw Maid,3
948,Chance Triangle Session,3
949,Change!! Getter Robo: Sekai Saigo no Hi,3
950,Chaos Dragon: Sekiryuu Seneki,0
951,Charlotte,0
952,Charlotte: Tsuyoi Monotachi,0
953,Cheburashka,0
954,Cheburashka Arere?,3
955,Cheer Danshi!!,0
956,Cheer Danshi!! Recap,0
957,Cheonbangjichuk Hani,1
958,Cheonnyeon-yeowoo Yeowoobi,3
959,Cherry no Manma,3
960,Chi's Sweet Home,3
961,Chi's Sweet Home OVA,3
962,Chi's Sweet Home: Atarashii Ouchi,3
963,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen,0
964,Chibi Kero: Kerobouru no Himitsu!?,1
965,Chibi Maruko-chan,3
966,Chibi Maruko-chan Movie,2
967,Chibi☆Devi!,3
968,Chibo,1
969,Chicchana Onaka,0
970,Chicchana Yukitsukai Sugar,3
971,Chicchana Yukitsukai Sugar Specials,1
972,Chichiiro Toiki,0
973,Chihayafuru,0
974,Chihayafuru 2,0
975,Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni,0
976,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,3
977,"Chiisana Obake Acchi, Kocchi, Socchi",1
978,Chiisana Pengin: Lolo no Bouken,3
979,Chiisana Viking Vickie,1
980,Chijoku Kankin,2
981,Chijoku Shinsatsushitsu,1
982,Chika Gentou Gekiga: Shoujo Tsubaki,3
983,Chikan Densha,2
984,Chikan Juunin-tai The Animation,1
985,Chikan Monogatari,1
986,Chikan no Licence,1
987,Chikansha Thomas,1
988,Chikyuu Bouei Kazoku,0
989,Chikyuu Bouei Kigyou Dai-Guard,2
990,Chikyuu Shoujo Arjuna,3
991,Chikyuu ga Ugoita Hi,3
992,Children Record,0
993,Chime,0
994,Chimera: Target I Datenshi Kourin,2
995,Chimuchimucheri ChimChimCheree,3
996,Chinetsu Karte: The Devilish Cherry,0
997,Chinkoroheibei Tamatebako,0
998,Chinmoku no Kantai,3
999,Chirin no Suzu,3
1000,Chirorin Mura Monogatari,1
1001,Chitose Get You!!,0
1002,Chivas 1-2-3,1
1003,Chobits,3
1004,Chobits Recap,1
1005,Chobits: Chibits,3
1006,Choboraunyopomi Gekijou Ai Mai Mii,0
1007,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,0
1008,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,0
1009,Chocolat no Mahou,2
1010,Chocolate Underground,3
1011,Chocolate Underground: Bokura no Chocolate Sensou,3
1012,Chocotan!,3
1013,Chocotto Sister,1
1014,Chogattai Majutsu Robot Ginguiser,3
1015,Choisuji,1
1016,Chokin Senshi Cashman,3
1017,Chokkyuu Hyoudai Robot Anime: Straight Title,0
1018,Choro Q Dagram,3
1019,Chou Dendou Robo Tetsujin 28-gou FX,2
1020,Chou Denji Machine Voltes V,1
1021,Chou Denji Robo Combattler V,2
1022,Chou Henshin Cosprayers,1
1023,Chou Henshin Cosprayers Specials,1
1024,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,1
1025,Chou Kidou Densetsu DinaGiga,3
1026,Chou Kousoku Galvion,3
1027,Chou Kousoku Gran Doll,3
1028,Chou Kuse ni Narisou,2
1029,Chou Mashin Eiyuuden Wataru,3
1030,Chou no Sainan,3
1031,Choubatsu Yobikou,2
1032,Chouja Raideen,2
1033,Choujigen Game Neptune The Animation,1
1034,Choujigen Game Neptune The Animation OVA,1
1035,Choujikuu Kidan Southern Cross,0
1036,Choujikuu Seiki Orguss,3
1037,Choujikuu Seiki Orguss 02,3
1038,Choujin Densetsu Urotsukidouji,3
1039,Choujin Densetsu Urotsukidouji 2,2
1040,Choujin Densetsu Urotsukidouji 5: Kanketsu-hen,3
1041,Choujin Densetsu Urotsukidouji Movie,2
1042,Choujin Densetsu Urotsukidouji: Inferno Road,3
1043,Choujin Densetsu Urotsukidouji: Mirai-hen,3
1044,Choujin Gakuen Gowcaizer: The Voltage Fighters,0
1045,Choujin Locke,2
1046,Choujuu Densetsu Gestalt,3
1047,Choujuu Kishin Dancougar,1
1048,Choujuu Kishin Dancougar: God Bless Dancougar,1
1049,Choujuu Kishin Dancougar: Hakunetsu no Shuushou,1
1050,Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,1
1051,Choujuushin Gravion,1
1052,Choujuushin Gravion Zwei,1
1053,Choukou Sennin Haruka,0
1054,Choukou Tenshi Escalayer,1
1055,Chounouryoku Shoujo Barabanba,0
1056,Chouon Senshi Borgman,2
1057,Chouon Senshi Borgman: Lovers Rain,0
1058,Choushin Hime Dangaizer 3,2
1059,Chousoku Henkei Gyrozetter,1
1060,Chousoku Spinner,2
1061,Chouyaku Hyakuninisshu: Uta Koi.,3
1062,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,0
1063,Christmas,3
1064,Chrno Crusade,3
1065,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,1
1066,Chrome Shelled Regios,1
1067,Chu Feng: B.E.E,0
1068,Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,0
1069,Chuu Bra!!,1
1070,Chuuka Ichiban!,1
1071,Chuumon no Ooi Ryouriten,3
1072,Chuumon no Ooi Ryouriten (1991),3
1073,Chuunen Punk,0
1074,Chuunibyou demo Koi ga Shitai!,0
1075,Chuunibyou demo Koi ga Shitai! Lite,0
1076,Chuunibyou demo Koi ga Shitai! Ren,0
1077,Chuunibyou demo Koi ga Shitai! Ren Lite,0
1078,Chuunibyou demo Koi ga Shitai! Ren Specials,0
1079,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,0
1080,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,0
1081,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,0
1082,Chuuzumou,0
1083,ChaoS HEAd,1
1084,Cinderella Boy,2
1085,Cinderella Monogatari,3
1086,Cinnamon no Parade,2
1087,Cinnamon the Movie,2
1088,Cipher,2
1089,Circuit Angel: Ketsui no Starting Grid,0
1090,City Hunter,3
1091,City Hunter '91,3
1092,City Hunter 2,0
1093,City Hunter 3,3
1094,City Hunter: Ai to Shukumei no Magnum,3
1095,City Hunter: Bay City Wars,3
1096,City Hunter: Goodbye My Sweetheart,2
1097,City Hunter: Hyakuman Dollar no Inbou,3
1098,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,3
1099,City Hunter: The Secret Service,3
1100,Clannad,1
1101,Clannad Movie,1
1102,Clannad: After Story,1
1103,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",1
1104,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",1
1105,Classmate no Okaasan,1
1106,Classroom☆Crisis,0
1107,Classroom☆Crisis Special,0
1108,Claymore,0
1109,Cleavage,1
1110,Cleopatra,3
1111,Cleopatra D.C.,3
1112,Clover,3
1113,Cluster Edge,3
1114,Cluster Edge Specials,1
1115,Cobra The Animation,3
1116,Cobra The Animation: The Psycho-Gun,3
1117,Cobra The Animation: Time Drive,1
1118,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,0
1119,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,0
1120,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,0
1121,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,0
1122,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,0
1123,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,0
1124,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,0
1125,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e,0
1126,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e Picture Drama,0
1127,Code Geass: Hangyaku no Lelouch,0
1128,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,0
1129,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama Flash Special,0
1130,Code Geass: Hangyaku no Lelouch Picture Drama,3
1131,Code Geass: Hangyaku no Lelouch R2,0
1132,Code Geass: Hangyaku no Lelouch R2 Picture Drama,3
1133,Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,0
1134,Code Geass: Hangyaku no Lelouch R2: Flash Specials,2
1135,Code Geass: Hangyaku no Lelouch Recaps,3
1136,Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,0
1137,Code Geass: Nunnally in Wonderland,0
1138,Code Geass: Soubou no Oz Picture Drama,0
1139,Code-E,1
1140,Code:Breaker,0
1141,Code:Breaker OVA,0
1142,Coffee Break,3
1143,Coffee Tadaiku,3
1144,Colorful,3
1145,Colorful (Movie),3
1146,Colosseum no Senki: Another Story,0
1147,Coluboccoro,0
1148,Comet Lucifer,0
1149,Comic Party,1
1150,Comic Party Revolution,1
1151,Comic Party Revolution OVA,1
1152,Comic Party Specials,1
1153,Committed RED,3
1154,Compiler,2
1155,Compiler Festa,2
1156,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,3
1157,Concerto,1
1158,Concrete Revolutio: Choujin Gensou,0
1159,Concrete Revolutio: Choujin Gensou - The Last Song,0
1160,Connected,3
1161,Coo: Tooi Umi kara Kita Coo,3
1162,Cool Devices,3
1163,Copihan,0
1164,Coppelion,0
1165,Coquelicot-zaka kara,3
1166,Corpse Party: Missing Footage,0
1167,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,0
1168,Corrector Yui,3
1169,Cosmic Baton Girl Comet-san,1
1170,Cosmic Fantasy: Ginga Me Hyou no Wana,3
1171,Cosmo Police Justy,3
1172,Cosmo Warrior Zero,1
1173,Cosmo Warrior Zero Gaiden,3
1174,Cosmos Pink Shock,3
1175,Cosplay Complex,3
1176,Cosplay Complex: Extra Identification,3
1177,Cosplay Rakuen,0
1178,Cosplay Roshutsu Kenkyuukai,1
1179,Cossette no Shouzou,3
1180,Court no Naka no Tenshi-tachi,1
1181,Cowboy Bebop,3
1182,Cowboy Bebop: Ein no Natsuyasumi,2
1183,Cowboy Bebop: Tengoku no Tobira,3
1184,Cowboy Bebop: Yose Atsume Blues,3
1185,Coyote Ragtime Show,1
1186,Crash!,3
1187,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,3
1188,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,2
1189,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,3
1190,Crayon Shin-chan Movie 03: Unkokusai no Yabou,0
1191,Crayon Shin-chan Movie 04: Henderland no Daibouken,0
1192,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,3
1193,Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,2
1194,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,1
1195,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,1
1196,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,3
1197,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,3
1198,Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,1
1199,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,3
1200,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,1
1201,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,0
1202,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,1
1203,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,1
1204,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,1
1205,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,3
1206,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,1
1207,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,1
1208,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,2
1209,Cream Lemon,0
1210,Cream Lemon: Lemon Angel,3
1211,Creamy Pie,0
1212,Crimson Girls: Chikan Shihai,0
1213,Cross Ange: Tenshi to Ryuu no Rondo,0
1214,Cross Fight B-Daman,3
1215,Cross Fight B-Daman eS,0
1216,Cross Game,0
1217,Cross Road,0
1218,Crush Gear Nitro,2
1219,Crusher Joe (1989),3
1220,Crusher Joe: The Movie,3
1221,Crying Freeman,2
1222,Crystal Blaze,1
1223,Custom Reido,3
1224,Cutey Honey,3
1225,Cutey Honey F,3
1226,Cutey Honey Flash: The Movie,0
1227,Cuticle Tantei Inaba,0
1228,Cyber City Oedo 808,3
1229,Cybersix,3
1230,Cyborg 009,0
1231,Cyborg 009 (1979),0
1232,Cyborg 009 (TV),1
1233,Cyborg 009 VS Devilman,2
1234,Cyborg 009: The Cyborg Soldier,2
1235,Cyborg 009: The Reopening,3
1236,Cyborg Kuro-chan,0
1237,Cyclops Shoujo Saipuu,1
1238,Cynical Hysterie Hour: Utakata no Uta,1
1239,C³,1
1240,C³ Special,1
1241,D+vine Luv,1
1242,D-Frag!,0
1243,D-Frag! OVA,0
1244,D.C. I&II P.S.P. Re-Animated,1
1245,D.C.: Da Capo,1
1246,D.C.II S.S.: Da Capo II Second Season,1
1247,D.C.II: Da Capo II,1
1248,D.C.III: Da Capo III,1
1249,D.C.III: Da Capo III Special,1
1250,D.C.S.S: Da Capo Second Season,1
1251,D.C.S.S: Da Capo Second Season Omake,1
1252,D.C.if: Da Capo if,1
1253,D.Gray-man,0
1254,D.Gray-man Hallow,0
1255,D.I.C.E.,2
1256,D.N.Angel,3
1257,D4 Princess,0
1258,DD Hokuto no Ken,0
1259,DD Hokuto no Ken (2013),0
1260,DNA Hunter,2
1261,DNA Sights 999.9,3
1262,DNA²,1
1263,DNA² OVA,1
1264,DRAMAtical Murder,3
1265,DRAMAtical Murder OVA: Data_xx_Transitory,0
1266,DT Eightron,2
1267,Da Nao Tiangong,0
1268,Daa! Daa! Daa!,3
1269,Dae Jang Geum: Jang Geum's Dream,3
1270,Dagashi Kashi,0
1271,Dai Mahou Touge,3
1272,Dai Mahou Touge Omake,3
1273,Daiakuji: The Xena Buster,1
1274,Daiakuji: The Xena Buster Specials,1
1275,Daicon Opening Animations,3
1276,Daikuu Maryuu Gaiking,1
1277,Daimajuu Gekitou: Hagane no Oni,0
1278,Daisetsusan no Yuusha Kibaou,1
1279,Daishikkin Helena,3
1280,Daishizen no Majuu: Bagi,1
1281,Daisougen no Chiisana Tenshi: Bush Baby,1
1282,Daisuki! BuBu ChaCha,2
1283,Daisuki! Hello Kitty,2
1284,Daitoshokan no Hitsujikai,0
1285,Daitoshokan no Hitsujikai Picture Drama,0
1286,"Dakara Boku wa, H ga Dekinai.",1
1287,"Dakara Boku wa, H ga Dekinai. OVA",1
1288,"Dakara Boku wa, H ga Dekinai. Recap",0
1289,Dallos,0
1290,Dallyeola Hani,3
1291,Dambo,1
1292,Damekko Doubutsu,3
1293,Dan Doh!!,3
1294,Danball Senki,0
1295,Danball Senki W,0
1296,Danball Senki Wars,2
1297,Dance in the Vampire Bund,1
1298,Dance in the Vampire Bund Recap,1
1299,Dance with Devils,3
1300,"Dance, Dance, Dance",3
1301,Danchigai,0
1302,Danchigai Special,0
1303,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,0
1304,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,0
1305,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,0
1306,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,0
1307,Danna ga Nani wo Itteiru ka Wakaranai Ken,0
1308,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,0
1309,Dansai Bunri no Crime Edge,0
1310,Danshi Koukousei no Nichijou,0
1311,Danshi Koukousei no Nichijou Specials,0
1312,Dantalian no Shoka,0
1313,Dantalian no Shoka: Ibarahime,0
1314,Daraku: Onna Kyoushi Hakai,1
1315,Darcrows,3
1316,Dareka no Manazashi,0
1317,Dareka no Santa Claus,3
1318,Dark,0
1319,Dark Blue,0
1320,Dark Cat,2
1321,Dark Shell: Ori no Naka no Namameki,3
1322,Dark Side Cat,3
1323,Darker than Black: Kuro no Keiyakusha,0
1324,Darker than Black: Kuro no Keiyakusha Gaiden,0
1325,Darker than Black: Kuro no Keiyakusha Special,0
1326,Darker than Black: Ryuusei no Gemini,0
1327,Darkside Blues,3
1328,Darling,1
1329,Dash! Kappei,3
1330,Dash! Yonkurou,2
1331,Date A Live,1
1332,Date A Live II,0
1333,Date A Live Movie: Mayuri Judgment,0
1334,Date A Live: Date to Date,1
1335,Date A Live: Encore OVA,0
1336,Days,0
1337,Daze,0
1338,De:vadasy,0
1339,Dead Girl Trailer,0
1340,Dead Heat,0
1341,Dead Leaves,3
1342,Deadman Wonderland,0
1343,Deadman Wonderland OVA,0
1344,Dear Boys,3
1345,Dear Brave,0
1346,DearS,1
1347,DearS: Kin no Tama desu no?,1
1348,Death Billiards,0
1349,Death Note,0
1350,Death Note Rewrite,3
1351,Death Parade,0
1352,Decorator,0
1353,Defend Love,3
1354,Deimos no Hanayome: Ran no Kumikyoku,3
1355,Dekakute Ecchi na Ore no Ane,0
1356,Dekobou no Jidousha Ryokou,3
1357,Delpower X Bakuhatsu Miracle Genki!,3
1358,Deltora Quest,0
1359,Demashita! Powerpuff Girls Z,3
1360,Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation,0
1361,Demonion: Gaiden,1
1362,Dengeki Bunko 2007 Movie Festival Special,3
1363,Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,3
1364,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,3
1365,Denki-gai no Honya-san,0
1366,Dennou Boukenki Webdiver,2
1367,Dennou Coil,3
1368,Dennou Sentai Voogie's Angel,2
1369,Denpa Kyoushi,1
1370,Denpa Kyoushi (TV),0
1371,Denpa Onna to Seishun Otoko,1
1372,Denpa Onna to Seishun Otoko Special,0
1373,Denpa-teki na Kanojo,0
1374,Densetsu Kyojin Ideon,3
1375,Densetsu Kyojin Ideon: Hatsudou-hen,3
1376,Densetsu Kyojin Ideon: Sesshoku-hen,3
1377,Densetsu no Yuusha Da Garn,0
1378,Densetsu no Yuusha no Densetsu,0
1379,Densetsu no Yuusha no Densetsu: Iris Report,0
1380,Densha Kamo Shirenai,3
1381,Denshin Mamotte Shugogetten,1
1382,Denshinbashira Elemi no Koi,0
1383,Denshinbashira no Okaasan,3
1384,Detatoko Princess,1
1385,Detective Conan Bonus File: Fantasista Flower,0
1386,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,0
1387,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,0
1388,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,0
1389,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,3
1390,Detective Conan Movie 01: The Timed Skyscraper,0
1391,Detective Conan Movie 02: The Fourteenth Target,0
1392,Detective Conan Movie 03: The Last Wizard of the Century,0
1393,Detective Conan Movie 04: Captured in Her Eyes,0
1394,Detective Conan Movie 05: Countdown to Heaven,0
1395,Detective Conan Movie 06: The Phantom of Baker Street,0
1396,Detective Conan Movie 07: Crossroad in the Ancient Capital,0
1397,Detective Conan Movie 08: Magician of the Silver Sky,0
1398,Detective Conan Movie 08: Time Travel of the Silver Sky,0
1399,Detective Conan Movie 09: Promo Special,0
1400,Detective Conan Movie 09: Strategy Above the Depths,0
1401,Detective Conan Movie 10: Promo Special,0
1402,Detective Conan Movie 10: Requiem of the Detectives,0
1403,Detective Conan Movie 11: Jolly Roger in the Deep Azure,0
1404,Detective Conan Movie 12: Full Score of Fear,0
